| Time       | Ticker | Price   | Change |
| 10:00:59 | UDXC | 89.20 | -0.85 |
| 10:01:00 | KIRR | 93.60 | -0.65 |
| 10:01:01 | ONKL | 95.20 | -0.45 |
| 10:01:02 | VNYN | 97.90 | -1.05 |
| 10:01:03 | LITH | 99.85 | 1.85 |
| 10:01:04 | OKYG | 85.35 | -1.05 |
| 10:01:05 | FZGB | 96.90 | -0.35 |
| 10:01:06 | FZGB | 97.75 | 0.85 |
| 10:01:07 | PPNT | 93.95 | -1.9 |
| 10:01:08 | FZGB | 99.55 | 1.8 |
| 10:01:09 | ZAKY | 97.05 | -1.25 |
| 10:01:10 | EUHI | 86.05 | -1.9 |
| 10:01:11 | FZGB | 101.30 | 1.75 |
| 10:01:12 | JNPQ | 99.90 | 0.15 |
| 10:01:13 | FMIR | 99.25 | 0.15 |
| 10:01:14 | UDXC | 89.30 | 0.1 |
| 10:01:15 | ITSM | 102.15 | 1.35 |
| 10:01:16 | JXLH | 91.35 | 2 |
| 10:01:17 | VHUQ | 99.35 | 1.95 |
| 10:01:18 | OKYG | 86.60 | 1.25 |
| 10:01:19 | PKAY | 89.60 | 0.55 |
| 10:01:20 | UDXC | 89.55 | 0.25 |
| 10:01:21 | VCCT | 90.50 | -1.5 |
| 10:01:22 | ESUL | 89.65 | -0.15 |
| 10:01:23 | UDXC | 91.25 | 1.7 |
| 10:01:24 | KIRR | 94.70 | 1.1 |
| 10:01:25 | FZGB | 101.40 | 0.1 |
| 10:01:26 | DWSU | 92.20 | 0.45 |
| 10:01:27 | JXLH | 92.15 | 0.8 |
| 10:01:28 | PKAY | 89.40 | -0.2 |
| 10:01:29 | YVEU | 95.65 | 1.9 |
| 10:01:30 | ITSM | 103.90 | 1.75 |
| 10:01:31 | EWRG | 85.40 | 1.5 |
| 10:01:32 | JXLH | 92.25 | 0.1 |
| 10:01:33 | LITH | 100.15 | 0.3 |
| 10:01:34 | VMMY | 100.65 | 1.65 |
| 10:01:35 | SWEK | 81.20 | 0 |
| 10:01:36 | PKAY | 89.55 | 0.15 |
| 10:01:37 | VMMY | 102.05 | 1.4 |
| 10:01:38 | ZAKY | 95.50 | -1.55 |
| 10:01:39 | SRQH | 92.95 | -0.55 |
| 10:01:40 | EWRG | 86.00 | 0.6 |
| 10:01:41 | PPNT | 93.80 | -0.15 |
| 10:01:42 | ESUL | 90.25 | 0.6 |
| 10:01:43 | ELEF | 92.25 | 1.75 |
| 10:01:44 | FMIR | 99.55 | 0.3 |
| 10:01:45 | UPWG | 98.55 | -0.45 |
| 10:01:46 | FZGB | 102.20 | 0.8 |
| 10:01:47 | UPUU | 102.20 | 0.65 |
| 10:01:48 | FMIR | 100.30 | 0.75 |
| 10:01:49 | UDXC | 92.35 | 1.1 |
| 10:01:50 | LITH | 98.95 | -1.2 |
| 10:01:51 | JXLH | 93.90 | 1.65 |
| 10:01:52 | PKAY | 88.40 | -1.15 |
| 10:01:53 | TXPG | 95.70 | 0.2 |
| 10:01:54 | ITSM | 105.65 | 1.75 |
| 10:01:55 | WSWK | 86.05 | 1.2 |
| 10:01:56 | EUHI | 87.40 | 1.35 |
| 10:01:57 | VMMY | 101.60 | -0.45 |
| 10:01:58 | SWEK | 82.15 | 0.95 |
| 10:01:59 | YVEU | 97.65 | 2 |
| 10:02:00 | KIRR | 95.50 | 0.8 |
| 10:02:01 | EKFK | 103.35 | 1.75 |
| 10:02:02 | UPUU | 102.40 | 0.2 |
| 10:02:03 | VCCT | 90.70 | 0.2 |
| 10:02:04 | ESUL | 88.45 | -1.8 |
| 10:02:05 | ESUL | 88.65 | 0.2 |
| 10:02:06 | ONKL | 97.15 | 1.95 |
| 10:02:07 | LITH | 98.35 | -0.6 |
| 10:02:08 | WSWK | 86.10 | 0.05 |
| 10:02:09 | OKYG | 88.60 | 2 |
| 10:02:10 | FMIR | 100.55 | 0.25 |
| 10:02:11 | YVEU | 97.75 | 0.1 |
| 10:02:12 | VMMY | 101.25 | -0.35 |
| 10:02:13 | SWEK | 81.70 | -0.45 |
| 10:02:14 | FZGB | 103.95 | 1.75 |
| 10:02:15 | SMNF | 91.20 | 0.5 |
| 10:02:16 | FZGB | 102.10 | -1.85 |
| 10:02:17 | ESUL | 89.85 | 1.2 |
| 10:02:18 | ZAKY | 94.15 | -1.35 |
| 10:02:19 | ELEF | 94.00 | 1.75 |
| 10:02:20 | EKFK | 105.30 | 1.95 |
| 10:02:21 | YVEU | 95.85 | -1.9 |
| 10:02:22 | PKAY | 86.95 | -1.45 |
| 10:02:23 | NOYU | 86.20 | 1.75 |
| 10:02:24 | NKZR | 88.80 | 0.15 |
| 10:02:25 | ITSM | 107.50 | 1.85 |
| 10:02:26 | SWEK | 82.25 | 0.55 |
| 10:02:27 | VNYN | 99.80 | 1.9 |
| 10:02:28 | UPUU | 102.75 | 0.35 |
| 10:02:29 | NKZR | 90.60 | 1.8 |
| 10:02:30 | PKAY | 87.75 | 0.8 |
| 10:02:31 | NOYU | 84.35 | -1.85 |
| 10:02:32 | PNRE | 92.05 | 0.05 |
| 10:02:33 | ITSM | 107.65 | 0.15 |
| 10:02:34 | HJBK | 83.65 | -1.95 |
| 10:02:35 | FZGB | 102.45 | 0.35 |
| 10:02:36 | EUHI | 85.40 | -2 |
| 10:02:37 | SWEK | 81.65 | -0.6 |
| 10:02:38 | UPWG | 96.60 | -1.95 |
| 10:02:39 | BPRS | 92.65 | 0.15 |
| 10:02:40 | FMIR | 100.75 | 0.2 |
| 10:02:41 | ELEF | 95.95 | 1.95 |
| 10:02:42 | JXLH | 94.45 | 0.55 |
| 10:02:43 | VCCT | 91.85 | 1.15 |
| 10:02:44 | VCCT | 91.25 | -0.6 |
| 10:02:45 | ELEF | 96.05 | 0.1 |
| 10:02:46 | ELEF | 97.55 | 1.5 |
| 10:02:47 | UPUU | 100.75 | -2 |
| 10:02:48 | EKFK | 105.60 | 0.3 |
| 10:02:49 | SWEK | 82.65 | 1 |
| 10:02:50 | KNBG | 83.30 | 0.3 |
| 10:02:51 | EKFK | 107.45 | 1.85 |
| 10:02:52 | VHUQ | 97.80 | -1.55 |
| 10:02:53 | PNRE | 92.95 | 0.9 |
| 10:02:54 | EUHI | 84.75 | -0.65 |
| 10:02:55 | ESUL | 89.95 | 0.1 |
| 10:02:56 | WSWK | 86.50 | 0.4 |
| 10:02:57 | EKFK | 108.10 | 0.65 |
| 10:02:58 | EUHI | 85.90 | 1.15 |
| 10:02:59 | FEOW | 100.70 | 1.05 |
| 10:03:00 | HJBK | 84.65 | 1 |
| 10:03:01 | BPRS | 90.65 | -2 |
| 10:03:02 | JXLH | 93.90 | -0.55 |
| 10:03:03 | EWRG | 86.50 | 0.5 |
| 10:03:04 | DWSU | 93.70 | 1.5 |
| 10:03:05 | TXPG | 97.05 | 1.35 |
| 10:03:06 | VCCT | 91.60 | 0.35 |
| 10:03:07 | LITH | 97.15 | -1.2 |
| 10:03:08 | VHUQ | 98.75 | 0.95 |
| 10:03:09 | KIRR | 94.50 | -1 |
| 10:03:10 | ITSM | 108.80 | 1.15 |
| 10:03:11 | DFZW | 87.15 | 0.55 |
| 10:03:12 | EKFK | 109.65 | 1.55 |
| 10:03:13 | UDXC | 92.00 | -0.35 |
| 10:03:14 | PKAY | 87.55 | -0.2 |
| 10:03:15 | VMMY | 100.90 | -0.35 |
| 10:03:16 | DFZW | 86.10 | -1.05 |
| 10:03:17 | FZGB | 100.55 | -1.9 |
| 10:03:18 | PKAY | 88.60 | 1.05 |
| 10:03:19 | WSWK | 85.80 | -0.7 |
| 10:03:20 | EKFK | 108.80 | -0.85 |
| 10:03:21 | OCXM | 87.90 | 0.9 |
| 10:03:22 | OKYG | 86.60 | -2 |
| 10:03:23 | UPUU | 100.75 | 0 |
| 10:03:24 | FEOW | 101.15 | 0.45 |
| 10:03:25 | UPWG | 94.90 | -1.7 |
| 10:03:26 | ZAKY | 94.30 | 0.15 |
| 10:03:27 | NOYU | 82.55 | -1.8 |
| 10:03:28 | VCCT | 91.90 | 0.3 |
| 10:03:29 | DFZW | 84.35 | -1.75 |
| 10:03:30 | VCCT | 93.55 | 1.65 |
| 10:03:31 | WSWK | 83.85 | -1.95 |
| 10:03:32 | FMIR | 101.10 | 0.35 |
| 10:03:33 | PPNT | 94.60 | 0.8 |
| 10:03:34 | UPUU | 101.20 | 0.45 |
| 10:03:35 | EWRG | 85.75 | -0.75 |
| 10:03:36 | SWEK | 83.90 | 1.25 |
| 10:03:37 | FEOW | 101.80 | 0.65 |
| 10:03:38 | DFZW | 84.95 | 0.6 |
| 10:03:39 | OKYG | 87.40 | 0.8 |
| 10:03:40 | YVEU | 95.10 | -0.75 |
| 10:03:41 | TXPG | 97.40 | 0.35 |
| 10:03:42 | OCXM | 88.70 | 0.8 |
| 10:03:43 | KIRR | 95.40 | 0.9 |
| 10:03:44 | DWSU | 94.05 | 0.35 |
| 10:03:45 | UDXC | 90.85 | -1.15 |
| 10:03:46 | SMNF | 92.50 | 1.3 |
| 10:03:47 | VMMY | 101.40 | 0.5 |
| 10:03:48 | EUHI | 85.00 | -0.9 |
| 10:03:49 | OCXM | 89.15 | 0.45 |
| 10:03:50 | SRQH | 94.80 | 1.85 |
| 10:03:51 | VNYN | 98.80 | -1 |
| 10:03:52 | JXLH | 93.55 | -0.35 |
| 10:03:53 | JXLH | 94.60 | 1.05 |
| 10:03:54 | NKZR | 92.50 | 1.9 |
| 10:03:55 | ZAKY | 93.15 | -1.15 |
| 10:03:56 | FTXN | 83.40 | 1.1 |
| 10:03:57 | YVEU | 93.60 | -1.5 |
| 10:03:58 | OCXM | 89.50 | 0.35 |
| 10:03:59 | PNRE | 92.00 | -0.95 |
| 10:04:00 | PPNT | 96.50 | 1.9 |
| 10:04:01 | VMMY | 102.75 | 1.35 |
| 10:04:02 | SRQH | 94.10 | -0.7 |
| 10:04:03 | SMNF | 91.05 | -1.45 |
| 10:04:04 | EKFK | 109.00 | 0.2 |
| 10:04:05 | VNYN | 99.25 | 0.45 |
| 10:04:06 | NKZR | 90.80 | -1.7 |
| 10:04:07 | VNYN | 99.15 | -0.1 |
| 10:04:08 | UPWG | 94.10 | -0.8 |
| 10:04:09 | OKYG | 88.50 | 1.1 |
| 10:04:10 | VHUQ | 99.40 | 0.65 |
| 10:04:11 | UPWG | 93.45 | -0.65 |
| 10:04:12 | ELEF | 96.30 | -1.25 |
| 10:04:13 | PKAY | 90.00 | 1.4 |
| 10:04:14 | VCCT | 95.30 | 1.75 |
| 10:04:15 | SMNF | 91.90 | 0.85 |
| 10:04:16 | EWRG | 87.55 | 1.8 |
| 10:04:17 | DFZW | 84.75 | -0.2 |
| 10:04:18 | HJBK | 85.10 | 0.45 |
| 10:04:19 | FTXN | 84.50 | 1.1 |
| 10:04:20 | PPNT | 98.25 | 1.75 |
| 10:04:21 | UDXC | 89.10 | -1.75 |
| 10:04:22 | NOYU | 82.65 | 0.1 |
| 10:04:23 | EUHI | 85.00 | 0 |
| 10:04:24 | HJBK | 84.15 | -0.95 |
| 10:04:25 | ELEF | 96.50 | 0.2 |
| 10:04:26 | EWRG | 88.80 | 1.25 |
| 10:04:27 | DWSU | 94.15 | 0.1 |
| 10:04:28 | WSWK | 83.40 | -0.45 |
| 10:04:29 | SWEK | 82.10 | -1.8 |
| 10:04:30 | ESUL | 88.20 | -1.75 |
| 10:04:31 | EUHI | 84.10 | -0.9 |
| 10:04:32 | FEOW | 101.25 | -0.55 |
| 10:04:33 | EWRG | 89.65 | 0.85 |
| 10:04:34 | VMMY | 103.25 | 0.5 |
| 10:04:35 | JXLH | 95.50 | 0.9 |
| 10:04:36 | ESUL | 88.70 | 0.5 |
| 10:04:37 | ONKL | 96.30 | -0.85 |
| 10:04:38 | UDXC | 87.65 | -1.45 |
| 10:04:39 | PNRE | 93.10 | 1.1 |
| 10:04:40 | TXPG | 96.50 | -0.9 |
| 10:04:41 | LITH | 95.20 | -1.95 |
| 10:04:42 | DWSU | 93.75 | -0.4 |
| 10:04:43 | JXLH | 94.95 | -0.55 |
| 10:04:44 | FMIR | 101.70 | 0.6 |
| 10:04:45 | ZAKY | 94.65 | 1.5 |
| 10:04:46 | KNBG | 84.70 | 1.4 |
| 10:04:47 | FTXN | 84.85 | 0.35 |
| 10:04:48 | ITSM | 108.40 | -0.4 |
| 10:04:49 | SWEK | 80.90 | -1.2 |
| 10:04:50 | KNBG | 84.75 | 0.05 |
| 10:04:51 | FZGB | 99.80 | -0.75 |
| 10:04:52 | ITSM | 109.30 | 0.9 |
| 10:04:53 | ESUL | 90.05 | 1.35 |
| 10:04:54 | NKZR | 88.95 | -1.85 |
| 10:04:55 | FTXN | 86.80 | 1.95 |
| 10:04:56 | SRQH | 95.70 | 1.6 |
| 10:04:57 | KIRR | 95.70 | 0.3 |
| 10:04:58 | PPNT | 99.20 | 0.95 |
| 10:04:59 | WSWK | 84.20 | 0.8 |
| 10:05:00 | ELEF | 95.35 | -1.15 |
| 10:05:01 | NKZR | 89.05 | 0.1 |
| 10:05:02 | YVEU | 94.30 | 0.7 |
| 10:05:03 | ONKL | 96.80 | 0.5 |
| 10:05:04 | SRQH | 94.05 | -1.65 |
| 10:05:05 | HJBK | 85.10 | 0.95 |
| 10:05:06 | UDXC | 86.10 | -1.55 |
| 10:05:07 | FEOW | 102.10 | 0.85 |
| 10:05:08 | FZGB | 100.10 | 0.3 |
| 10:05:09 | SRQH | 94.50 | 0.45 |
| 10:05:10 | SWEK | 81.05 | 0.15 |
| 10:05:11 | VNYN | 100.50 | 1.35 |
| 10:05:12 | EKFK | 107.65 | -1.35 |
| 10:05:13 | KNBG | 84.35 | -0.4 |
| 10:05:14 | PKAY | 89.35 | -0.65 |
| 10:05:15 | NKZR | 90.65 | 1.6 |
| 10:05:16 | DFZW | 86.25 | 1.5 |
| 10:05:17 | YVEU | 92.85 | -1.45 |
| 10:05:18 | SWEK | 80.65 | -0.4 |
| 10:05:19 | WSWK | 82.35 | -1.85 |
| 10:05:20 | NOYU | 81.20 | -1.45 |
| 10:05:21 | FMIR | 102.20 | 0.5 |
| 10:05:22 | EUHI | 82.50 | -1.6 |
| 10:05:23 | VHUQ | 100.20 | 0.8 |
| 10:05:24 | PPNT | 99.05 | -0.15 |
| 10:05:25 | SMNF | 91.95 | 0.05 |
| 10:05:26 | OCXM | 91.45 | 1.95 |
| 10:05:27 | UPWG | 95.30 | 1.85 |
| 10:05:28 | KNBG | 83.20 | -1.15 |
| 10:05:29 | JNPQ | 100.65 | 0.75 |
| 10:05:30 | PPNT | 99.80 | 0.75 |
| 10:05:31 | DWSU | 94.25 | 0.5 |
| 10:05:32 | ZAKY | 93.30 | -1.35 |
| 10:05:33 | LITH | 94.40 | -0.8 |
| 10:05:34 | SWEK | 82.50 | 1.85 |
| 10:05:35 | ITSM | 110.95 | 1.65 |
| 10:05:36 | ESUL | 88.05 | -2 |
| 10:05:37 | YVEU | 94.15 | 1.3 |
| 10:05:38 | UPUU | 101.95 | 0.75 |
| 10:05:39 | SWEK | 83.55 | 1.05 |
| 10:05:40 | ZAKY | 93.70 | 0.4 |
| 10:05:41 | PPNT | 99.90 | 0.1 |
| 10:05:42 | KIRR | 95.70 | 0 |
| 10:05:43 | YVEU | 92.65 | -1.5 |
| 10:05:44 | FTXN | 86.50 | -0.3 |
| 10:05:45 | SRQH | 94.85 | 0.35 |
| 10:05:46 | NKZR | 92.35 | 1.7 |
| 10:05:47 | WSWK | 83.80 | 1.45 |
| 10:05:48 | SWEK | 84.20 | 0.65 |
| 10:05:49 | VMMY | 102.90 | -0.35 |
| 10:05:50 | WSWK | 84.75 | 0.95 |
| 10:05:51 | OCXM | 91.45 | 0 |
| 10:05:52 | SMNF | 91.20 | -0.75 |
| 10:05:53 | EUHI | 83.40 | 0.9 |
| 10:05:54 | OKYG | 89.15 | 0.65 |
| 10:05:55 | FMIR | 102.75 | 0.55 |
| 10:05:56 | ZAKY | 93.85 | 0.15 |
| 10:05:57 | VNYN | 101.05 | 0.55 |
| 10:05:58 | NOYU | 80.65 | -0.55 |
| 10:05:59 | FTXN | 86.95 | 0.45 |
| 10:06:00 | FEOW | 100.25 | -1.85 |
| 10:06:01 | WSWK | 82.95 | -1.8 |
| 10:06:02 | UDXC | 87.40 | 1.3 |
| 10:06:03 | ITSM | 109.20 | -1.75 |
| 10:06:04 | OKYG | 89.90 | 0.75 |
| 10:06:05 | OKYG | 91.20 | 1.3 |
| 10:06:06 | PKAY | 90.30 | 0.95 |
| 10:06:07 | NKZR | 93.85 | 1.5 |
| 10:06:08 | SRQH | 94.95 | 0.1 |
| 10:06:09 | PNRE | 94.10 | 1 |
| 10:06:10 | PKAY | 89.05 | -1.25 |
| 10:06:11 | PKAY | 87.40 | -1.65 |
| 10:06:12 | OKYG | 90.20 | -1 |
| 10:06:13 | EUHI | 82.20 | -1.2 |
| 10:06:14 | EUHI | 83.00 | 0.8 |
| 10:06:15 | EKFK | 108.30 | 0.65 |
| 10:06:16 | DWSU | 94.85 | 0.6 |
| 10:06:17 | VMMY | 104.50 | 1.6 |
| 10:06:18 | DWSU | 96.15 | 1.3 |
| 10:06:19 | SWEK | 83.75 | -0.45 |
| 10:06:20 | OKYG | 91.00 | 0.8 |
| 10:06:21 | KIRR | 93.75 | -1.95 |
| 10:06:22 | YVEU | 92.95 | 0.3 |
| 10:06:23 | SRQH | 96.80 | 1.85 |
| 10:06:24 | OCXM | 92.60 | 1.15 |
| 10:06:25 | WSWK | 84.90 | 1.95 |
| 10:06:26 | FZGB | 100.50 | 0.4 |
| 10:06:27 | PKAY | 88.50 | 1.1 |
| 10:06:28 | FMIR | 102.90 | 0.15 |
| 10:06:29 | VMMY | 103.90 | -0.6 |
| 10:06:30 | FMIR | 101.70 | -1.2 |
| 10:06:31 | ELEF | 95.00 | -0.35 |
| 10:06:32 | HJBK | 83.55 | -1.55 |
| 10:06:33 | DFZW | 88.15 | 1.9 |
| 10:06:34 | DFZW | 88.55 | 0.4 |
| 10:06:35 | FTXN | 88.70 | 1.75 |
| 10:06:36 | SMNF | 91.65 | 0.45 |
| 10:06:37 | JXLH | 95.60 | 0.65 |
| 10:06:38 | SMNF | 92.95 | 1.3 |
| 10:06:39 | OKYG | 91.25 | 0.25 |
| 10:06:40 | NOYU | 79.55 | -1.1 |
| 10:06:41 | ONKL | 95.45 | -1.35 |
| 10:06:42 | ESUL | 89.15 | 1.1 |
| 10:06:43 | EWRG | 91.50 | 1.85 |
| 10:06:44 | VHUQ | 99.65 | -0.55 |
| 10:06:45 | ITSM | 110.35 | 1.15 |
| 10:06:46 | PPNT | 100.75 | 0.85 |
| 10:06:47 | WSWK | 83.50 | -1.4 |
| 10:06:48 | SWEK | 82.55 | -1.2 |
| 10:06:49 | NOYU | 81.20 | 1.65 |
| 10:06:50 | UPUU | 102.10 | 0.15 |
| 10:06:51 | EWRG | 90.75 | -0.75 |
| 10:06:52 | JNPQ | 100.50 | -0.15 |
| 10:06:53 | FZGB | 100.60 | 0.1 |
| 10:06:54 | DFZW | 89.90 | 1.35 |
| 10:06:55 | PPNT | 101.40 | 0.65 |
| 10:06:56 | UDXC | 89.25 | 1.85 |
| 10:06:57 | HJBK | 84.25 | 0.7 |
| 10:06:58 | FZGB | 101.70 | 1.1 |
| 10:06:59 | UDXC | 89.40 | 0.15 |
| 10:07:00 | FEOW | 101.15 | 0.9 |
| 10:07:01 | OKYG | 89.40 | -1.85 |
| 10:07:02 | JNPQ | 100.75 | 0.25 |
| 10:07:03 | YVEU | 92.75 | -0.2 |
| 10:07:04 | SRQH | 97.00 | 0.2 |
| 10:07:05 | UPUU | 103.25 | 1.15 |
| 10:07:06 | FEOW | 101.15 | 0 |
| 10:07:07 | BPRS | 91.10 | 0.45 |
| 10:07:08 | PPNT | 101.60 | 0.2 |
| 10:07:09 | ZAKY | 92.25 | -1.6 |
| 10:07:10 | KNBG | 81.20 | -2 |
| 10:07:11 | PPNT | 102.00 | 0.4 |
| 10:07:12 | VNYN | 101.95 | 0.9 |
| 10:07:13 | FZGB | 100.20 | -1.5 |
| 10:07:14 | SWEK | 84.30 | 1.75 |
| 10:07:15 | PNRE | 92.25 | -1.85 |
| 10:07:16 | UPUU | 102.50 | -0.75 |
| 10:07:17 | EWRG | 91.85 | 1.1 |
| 10:07:18 | PKAY | 90.00 | 1.5 |
| 10:07:19 | EUHI | 81.10 | -1.9 |
| 10:07:20 | EWRG | 91.50 | -0.35 |
| 10:07:21 | KNBG | 83.15 | 1.95 |
| 10:07:22 | OKYG | 89.85 | 0.45 |
| 10:07:23 | VHUQ | 98.55 | -1.1 |
| 10:07:24 | UDXC | 89.60 | 0.2 |
| 10:07:25 | VCCT | 95.40 | 0.1 |
| 10:07:26 | FEOW | 101.80 | 0.65 |
| 10:07:27 | KNBG | 82.25 | -0.9 |
| 10:07:28 | ELEF | 96.65 | 1.65 |
| 10:07:29 | UDXC | 90.55 | 0.95 |
| 10:07:30 | PKAY | 91.05 | 1.05 |
| 10:07:31 | SWEK | 84.50 | 0.2 |
| 10:07:32 | ITSM | 111.45 | 1.1 |
| 10:07:33 | ELEF | 97.05 | 0.4 |
| 10:07:34 | ITSM | 111.80 | 0.35 |
| 10:07:35 | ZAKY | 92.90 | 0.65 |
| 10:07:36 | VHUQ | 98.85 | 0.3 |
| 10:07:37 | KNBG | 81.15 | -1.1 |
| 10:07:38 | JNPQ | 99.10 | -1.65 |
| 10:07:39 | UPUU | 100.55 | -1.95 |
| 10:07:40 | NOYU | 80.80 | -0.4 |
| 10:07:41 | EWRG | 91.05 | -0.45 |
| 10:07:42 | YVEU | 94.45 | 1.7 |
| 10:07:43 | SWEK | 84.80 | 0.3 |
| 10:07:44 | FTXN | 89.60 | 0.9 |
| 10:07:45 | ONKL | 96.20 | 0.75 |
| 10:07:46 | FZGB | 100.85 | 0.65 |
| 10:07:47 | OCXM | 93.25 | 0.65 |
| 10:07:48 | UPUU | 101.35 | 0.8 |
| 10:07:49 | KIRR | 95.30 | 1.55 |
| 10:07:50 | PKAY | 92.55 | 1.5 |
| 10:07:51 | KIRR | 95.75 | 0.45 |
| 10:07:52 | HJBK | 85.65 | 1.4 |
| 10:07:53 | VMMY | 101.95 | -1.95 |
| 10:07:54 | NOYU | 81.55 | 0.75 |
| 10:07:55 | TXPG | 98.25 | 1.75 |
| 10:07:56 | WSWK | 83.65 | 0.15 |
| 10:07:57 | VMMY | 102.00 | 0.05 |
| 10:07:58 | LITH | 95.55 | 1.15 |
| 10:07:59 | PKAY | 93.75 | 1.2 |
| 10:08:00 | ONKL | 95.70 | -0.5 |
| 10:08:01 | YVEU | 94.25 | -0.2 |
| 10:08:02 | NKZR | 94.10 | 0.25 |
| 10:08:03 | ZAKY | 94.75 | 1.85 |
| 10:08:04 | HJBK | 87.05 | 1.4 |
| 10:08:05 | FEOW | 100.45 | -1.35 |
| 10:08:06 | OCXM | 95.00 | 1.75 |
| 10:08:07 | VCCT | 94.05 | -1.35 |
| 10:08:08 | UPUU | 99.85 | -1.5 |
| 10:08:09 | HJBK | 88.25 | 1.2 |
| 10:08:10 | FZGB | 102.50 | 1.65 |
| 10:08:11 | VCCT | 94.85 | 0.8 |
| 10:08:12 | FEOW | 100.85 | 0.4 |
| 10:08:13 | DWSU | 94.80 | -1.35 |
| 10:08:14 | BPRS | 91.70 | 0.6 |
| 10:08:15 | VNYN | 103.00 | 1.05 |
| 10:08:16 | EKFK | 107.25 | -1.05 |
| 10:08:17 | VCCT | 95.65 | 0.8 |
| 10:08:18 | HJBK | 89.20 | 0.95 |
| 10:08:19 | DFZW | 91.40 | 1.5 |
| 10:08:20 | JNPQ | 99.70 | 0.6 |
| 10:08:21 | OCXM | 94.05 | -0.95 |
| 10:08:22 | VMMY | 103.40 | 1.4 |
| 10:08:23 | PNRE | 93.55 | 1.3 |
| 10:08:24 | PPNT | 103.30 | 1.3 |
| 10:08:25 | VNYN | 103.40 | 0.4 |
| 10:08:26 | TXPG | 98.50 | 0.25 |
| 10:08:27 | SMNF | 93.65 | 0.7 |
| 10:08:28 | OCXM | 94.75 | 0.7 |
| 10:08:29 | FMIR | 102.45 | 0.75 |
| 10:08:30 | EWRG | 90.20 | -0.85 |
| 10:08:31 | EKFK | 105.30 | -1.95 |
| 10:08:32 | LITH | 96.25 | 0.7 |
| 10:08:33 | FMIR | 102.90 | 0.45 |
| 10:08:34 | EUHI | 80.15 | -0.95 |
| 10:08:35 | VCCT | 95.75 | 0.1 |
| 10:08:36 | ONKL | 97.50 | 1.8 |
| 10:08:37 | PKAY | 93.00 | -0.75 |
